Food & Beverages,Inflight Entertainment,Seat Comfort,Staff Service,Value for Money,Aircraft,Type Of Traveller,Seat Type,Route,Date Flown,Cabin Staff Service,Ground Service,Value For Money,Recommended,Wifi & Connectivity
2,1,1,,,,Solo Leisure,Economy Class,London Heathrow to Bangkok,Feb-17,3,2,2,no,
2,2,4,,,Boeing 777,Couple Leisure,Economy Class,Gatwick to Cape Town,Feb-17,3,4,4,yes,
2,1,3,,,Boeing 787-8 / 787-9,Solo Leisure,Premium Economy,Toronto to London,Feb-17,4,4,3,no,
1,,1,,,A319,Business,Economy Class,London Heathrow to Stuttgart,Feb-17,2,1,1,no,
5,4,4,,,Boeing 747-400,Couple Leisure,Economy Class,London to Las Vegas,Feb-17,5,5,5,yes,
1,,4,,,A320,Business,Economy Class,London Heathrow to Rome,Feb-17,1,5,2,no,
3,,3,,,Embraer 170,Solo Leisure,Economy Class,Edinburgh to London City,Feb-17,3,1,4,no,
2,3,2,,,Boeing 747,Couple Leisure,Economy Class,Accra to London Heathrow,Feb-17,3,4,3,no,
4,4,4,,,Boeing 777,Couple Leisure,Business Class,London Gatwick to Mauritius,Feb-17,3,2,3,no,
4,3,2,,,Boeing 747-400,Solo Leisure,Economy Class,London to Vancouver,Feb-17,5,4,3,yes,
4,4,5,,,A380,Solo Leisure,Economy Class,Washington to London,Feb-17,5,5,5,yes,
1,1,1,,,Boeing 777,Business,Economy Class,Bangkok to London,Jan-17,3,3,1,no,1
4,4,4,,,Boeing 777,Business,Business Class,London to Hong Kong,Feb-17,4,4,4,yes,
3,,3,,,A320,Business,Business Class,Paris to London,Feb-17,4,4,4,yes,
1,1,1,,,Boeing 747,Business,Premium Economy,Chicago to London Heathrow,Feb-17,1,1,1,no,1
2,2,2,,,"Boeing 767, A319",Family Leisure,Economy Class,London Heathrow to Rome,Feb-17,2,4,2,no,
2,,5,,,A319,Solo Leisure,Economy Class,London to Brussels,Feb-17,5,5,4,yes,
1,3,2,,,Boeing 777-200,Couple Leisure,Economy Class,Dublin to Seattle via London Heathrow,Feb-17,5,1,3,no,
1,1,2,,,Boeing 767-300,Business,Economy Class,London Heathrow to Athens,Feb-17,2,2,2,no,
1,4,1,,,Boeing 777,Business,Business Class,Doha to London Heathrow,Feb-17,1,3,2,no,
1,3,1,,,,Solo Leisure,Economy Class,Orlando to London Heathrow,Jan-17,1,1,1,no,
1,,3,,,A319,Solo Leisure,Economy Class,LBA to LHR,Feb-17,2,4,3,no,
3,3,2,,,,Solo Leisure,Economy Class,Vienna to Los Angeles via London,Dec-16,3,1,1,no,3
1,,1,,,,Family Leisure,Economy Class,Heathrow to Innsbruck,Feb-17,1,4,1,no,
1,1,2,,,A380,Business,Economy Class,Los Angeles to London,Feb-17,1,2,1,no,
1,,1,,,,Couple Leisure,Economy Class,Gatwick to Barcelona,Jan-17,1,1,1,no,
1,2,1,,,,Solo Leisure,Economy Class,London to Rio de Janeiro,Oct-16,1,1,2,no,
1,3,3,,,,Family Leisure,Economy Class,London to New York,Dec-16,2,3,1,no,3
4,3,4,,,Boeing 777,Couple Leisure,Economy Class,TPA to ATH via LGW,Feb-17,5,5,5,yes,
3,3,4,,,A380,Solo Leisure,Business Class,Hong Kong to London,Jan-17,4,4,5,yes,
,,,,,A320,Business,Business Class,LHR to IST,Jan-17,,1,1,no,
4,,3,,,,Solo Leisure,Business Class,London to Berlin,Jan-17,4,3,4,yes,
4,,4,,,A320,Solo Leisure,Business Class,Gatwick to Salzburg,Jan-17,4,5,5,yes,
1,1,2,,,Boeing 777-200ER,Couple Leisure,Economy Class,Gatwick to Barbados,Jan-17,3,3,2,no,1
2,,2,,,A320,Business,Economy Class,Bordeaux to London Gatwick,Jan-17,3,5,5,yes,
5,4,5,,,A380,Couple Leisure,Business Class,LHR to SFO,Jan-17,5,1,4,yes,
1,,3,,,,Business,Economy Class,Aberdeen to Paris via Heathrow,Jan-17,3,4,2,no,
,,3,,,A320,Solo Leisure,Economy Class,London Heathrow to Copenhagen,Feb-17,4,4,3,no,
5,5,3,,,A380,Solo Leisure,Economy Class,LHR to IAD,Jan-17,5,5,5,yes,
2,2,1,,,Boeing 777,Solo Leisure,Business Class,LHR to HKG,Jan-17,2,1,2,no,
4,4,4,,,Boeing 777,Couple Leisure,Economy Class,London Gatwick to Mauritius,Jan-17,5,4,4,yes,
3,2,3,,,,Couple Leisure,Economy Class,LAX to NCE via LHR,Jan-17,2,1,1,no,1
1,1,2,,,,Business,Economy Class,Zurich to London,Jan-17,2,3,2,no,
1,,1,,,A320,Solo Leisure,Business Class,London Gatwick to Barcelona,Jan-17,1,1,1,no,
1,,1,,,A320,Solo Leisure,Economy Class,SOF to LHR,Jan-17,1,2,1,no,
5,,5,,,A380 / Boeing 777,Solo Leisure,Premium Economy,IAD to BCN via LHR,Jan-17,5,5,5,yes,
5,3,3,,,Boeing 747,Solo Leisure,Economy Class,YVR to LHR,Jan-17,5,5,4,yes,
1,1,1,,,A320,Business,Economy Class,LHR to MXP,Jan-17,1,2,3,no,1
1,4,4,,,,Couple Leisure,Economy Class,LGW to BGI,Jan-17,5,4,2,no,
1,3,4,,,A380,Couple Leisure,Economy Class,London to Johannesburg,Sep-16,2,2,2,no,
1,,2,,,A320,Business,Economy Class,London to Zurich,Jan-17,1,2,1,no,
1,1,2,,,A321,Business,Economy Class,MAD to LHR,Jan-17,3,3,1,no,1
4,4,5,,,Boeing 777,Solo Leisure,First Class,LHR to PHL,Jan-17,4,4,5,yes,
,,2,,,A320,Business,Business Class,MLA to LGW,Jan-17,3,3,2,no,
1,1,1,,,,Solo Leisure,Economy Class,London to Abuja,Dec-16,1,1,1,no,
4,2,3,,,Boeing 747-400,Couple Leisure,First Class,LHR to CPT,Jan-17,5,3,3,no,
2,3,2,,,,,First Class,LHR to ORD,Jan-17,3,2,2,no,
3,3,4,,,Boeing 747 / A380,Solo Leisure,Business Class,SFO to JNB via LHR,Jan-17,3,4,3,yes,
1,1,3,,,,Couple Leisure,Economy Class,Larnaca to London Heathrow,Jan-17,5,5,1,no,1
3,1,5,,,A320,Couple Leisure,Economy Class,London to Manchester,Aug-16,5,5,3,yes,
4,3,3,,,Boeing 787,Couple Leisure,Business Class,Lisbon to San Jose via London,Oct-16,4,3,4,yes,
1,1,1,,,Boeing 747-400,Business,Premium Economy,LHR to PHX,Aug-16,1,1,1,no,
2,2,3,,,Boeing 777,Couple Leisure,Business Class,Gatwick to Tampa,Jan-17,3,1,1,no,
1,1,2,,,Boeing 747,Solo Leisure,Economy Class,Miami to London,Jan-17,1,2,1,no,1
1,2,2,,,Boeing 747,Business,Economy Class,LHR to DXB,Jan-17,2,1,2,no,
2,,2,,,,Couple Leisure,Business Class,CDG to LHR,Dec-16,3,1,1,no,
1,1,2,,,Boeing 777,Couple Leisure,Business Class,BKK to CDG via LHR,Jan-17,5,1,1,no,1
1,,1,,,A320,Solo Leisure,Economy Class,GLA to LGW,Dec-16,4,4,2,no,
5,5,5,,,,Solo Leisure,Economy Class,BKK to LHR,Jan-17,5,5,5,yes,5
3,3,3,,,Boeing 747-400,Couple Leisure,Business Class,LHR to CPT,Jan-17,3,4,3,no,
1,3,3,,,Boeing 787-9,Solo Leisure,First Class,LHR to KUL,Nov-16,1,3,1,no,
1,1,3,,,A320,Solo Leisure,Economy Class,LED to LHR,Jan-17,4,4,2,no,
1,3,2,,,,Business,Economy Class,LGW to CUN,Nov-16,2,2,2,no,
,,1,,,,Family Leisure,Premium Economy,PVG to ZRH via LHR,Oct-16,1,1,1,no,
1,1,1,,,Boeing 777,Couple Leisure,Business Class,LGW to BGI,Dec-16,1,1,1,no,
2,2,3,,,,Solo Leisure,Economy Class,JFK to LHR,Jan-17,3,2,3,no,1
3,,4,,,,Solo Leisure,Economy Class,London to Frankfurt,Jul-16,4,2,2,no,
1,,4,,,,Business,Economy Class,ATH to LHR,Jan-17,1,3,1,no,
1,,2,,,A320,Couple Leisure,Economy Class,FUE to LGW,Jan-17,3,4,3,no,
4,4,4,,,Boeing 777,Solo Leisure,Business Class,IAH to LHR,Jan-17,2,4,4,yes,
1,1,3,,,Boeing 777,Couple Leisure,Business Class,LGW to CUN,Dec-16,3,3,2,no,
1,4,3,,,,Family Leisure,Economy Class,LHR to DFW,Dec-16,1,4,2,no,
2,4,3,,,Boeing 777,Solo Leisure,Business Class,LHR to HKG,Jan-17,2,1,1,no,
,,4,,,,Business,Economy Class,LHR to PRG,Jan-17,1,2,1,no,
3,3,5,,,A321,Solo Leisure,Business Class,LHR to AMM,Jan-17,5,3,4,yes,
4,,4,,,A320 / Boeing 767,Family Leisure,Economy Class,LHR to FCO,Jan-17,5,5,4,yes,
1,1,3,,,,Couple Leisure,Economy Class,London Heathrow to Miami,Jan-17,1,1,1,no,
1,2,1,,,,Couple Leisure,Economy Class,LGW to BGI,Jan-17,2,2,2,no,1
2,1,1,,,Boeing 787,Couple Leisure,Economy Class,KUL to LHR,Dec-16,3,4,2,no,1
3,,4,,,A320,Couple Leisure,Economy Class,ATH to LHR,Jan-17,5,5,4,yes,
2,1,2,,,,Solo Leisure,Economy Class,MAN to LAX via LHR,Jan-17,3,1,1,no,
1,1,1,,,,Solo Leisure,Economy Class,MAN to LAS via LHR,Dec-16,1,1,1,no,
3,3,1,,,Boeing 747,Family Leisure,Business Class,MIA to LHR,Jan-17,4,4,1,no,
1,1,1,,,Boeing 777,Couple Leisure,Economy Class,SYD to LHR,Dec-16,1,1,1,no,1
1,1,2,,,,Couple Leisure,Business Class,CDG to BKK via LHR,Dec-16,4,1,1,no,
4,2,1,,,Boeing 777,Couple Leisure,Business Class,LHR to HKG,Jan-17,4,3,1,no,
4,4,3,,,Boeing 787-9,Solo Leisure,Business Class,YYZ to LHR,Dec-16,5,4,4,yes,
3,3,3,,,Boeing 777,Couple Leisure,Economy Class,LHR to LIM,Dec-16,3,3,3,yes,
1,1,1,,,,Solo Leisure,Economy Class,ATH to LHR,Jan-17,2,1,1,no,
2,1,3,,,Boeing 747-400,Solo Leisure,Economy Class,ARN to DEN via LHR,Dec-16,4,1,2,no,
2,4,4,,,,Solo Leisure,Economy Class,IKA to LHR,Jan-17,4,4,3,no,
2,3,3,,,Boeing 747,Solo Leisure,Economy Class,CUN to LGW,Dec-16,4,4,2,no,
,,1,,,,Couple Leisure,Economy Class,MAD to YUL via LHR,Dec-16,1,1,1,no,
4,4,4,,,Boeing 747-400,Couple Leisure,First Class,MAN to SAN via LHR,Dec-16,5,4,4,yes,
4,3,3,,,Boeing 777-200ER,Family Leisure,Economy Class,LGW to TPA,Nov-16,4,5,3,yes,1
1,2,1,,,,Family Leisure,Economy Class,DXB to LHR,Dec-16,1,1,1,no,
4,5,5,,,A380,Solo Leisure,Premium Economy,LAX to LHR,Sep-16,4,5,5,yes,
3,,5,,,,Couple Leisure,Economy Class,BUD to LHR,Dec-16,5,5,5,yes,
2,3,4,,,Boeing 747-400,Couple Leisure,Business Class,FRA to CPT via LHR,Dec-16,5,4,4,yes,
2,3,2,,,Boeing 787,Couple Leisure,Economy Class,BWI to LHR,Dec-16,3,1,1,no,
2,,2,,,,Business,Economy Class,LHR to PRG,Dec-16,3,2,1,yes,
2,5,4,,,Boeing 787,Couple Leisure,Premium Economy,BKK to LHR,Dec-16,4,4,3,no,
2,1,2,,,,Solo Leisure,Premium Economy,DXB to YYZ via LHR,Dec-16,4,1,1,no,
1,1,1,,,A320,Business,Economy Class,LHR to CPH,Dec-16,1,1,1,no,1
1,2,3,,,Boeing 777,Couple Leisure,Economy Class,LGW to ANU,Dec-16,3,1,2,no,1
4,2,3,,,,Business,Economy Class,KBP to BFS via LHR,Dec-16,5,1,2,no,
4,5,4,,,Boeing 747-400,Solo Leisure,Economy Class,LHR to CPT,Dec-16,5,3,5,yes,
1,1,1,,,Boeing 777,Couple Leisure,Premium Economy,BKK to MAN via LHR,Dec-16,1,1,1,no,
2,1,1,,,Boeing 777-200,Couple Leisure,First Class,UVF to LGW,Dec-16,3,4,1,no,
1,,4,,,A320 / Boeing 767,Business,Economy Class,LHR to EDI,Dec-16,3,4,3,yes,
5,4,4,,,,Couple Leisure,Business Class,LHR to HKG,Dec-16,5,4,4,yes,
2,1,1,,,Boeing 777,Solo Leisure,Economy Class,LHR to EZE,Dec-16,2,2,2,no,
3,1,1,,,A380,Solo Leisure,Economy Class,HKG to LHR,Dec-16,3,3,4,yes,
2,1,3,,,,Couple Leisure,Premium Economy,LHR to BKK,Nov-16,1,3,2,no,
2,3,3,,,,Couple Leisure,Economy Class,IAD to DEL via LHR,Dec-16,3,3,3,no,
1,4,4,,,,Business,Premium Economy,SAN to SVQ via LHR,Dec-16,4,1,1,no,
2,2,1,,,Boeing 777,Family Leisure,Premium Economy,LHR to PHL,Oct-16,1,1,1,no,1
2,2,3,,,Boeing 747,Business,Business Class,DFW to BOM via LHR,Nov-16,2,3,3,no,
3,3,2,,,Boeing 787-900,Solo Leisure,Business Class,LHR to AUS,Dec-16,4,4,2,yes,
4,3,4,,,A380,Business,Business Class,LHR to HKG,Dec-16,4,4,5,yes,
1,1,1,,,,Business,Premium Economy,MAN to PVG via LHR,Dec-16,1,1,1,no,1
5,,5,,,A380 and Boeing 777,Solo Leisure,Premium Economy,IAD to LHR,Dec-16,5,5,5,yes,
1,2,2,,,Boeing 787,Business,Business Class,CTU to LHR,Dec-16,3,2,1,no,1
1,2,3,,,,Couple Leisure,Economy Class,LGW to MCO,Dec-16,2,3,1,no,
2,3,3,,,Boeing 777,Solo Leisure,Premium Economy,LHR to SEA,Dec-16,2,4,3,yes,
4,,4,,,,Solo Leisure,Economy Class,MAN to LHR,Nov-16,5,3,4,yes,
4,,4,,,,Solo Leisure,Economy Class,LHR to MAN,Nov-16,5,4,4,yes,
1,3,2,,,,Business,Premium Economy,NBO to LHR,Dec-16,3,2,1,no,
3,4,4,,,Boeing 777,Solo Leisure,Business Class,SEA to LHR,Nov-16,3,2,2,yes,
1,1,3,,,Boeing 777-200,Couple Leisure,First Class,LGW to UVF,Dec-16,2,1,1,no,
2,3,3,,,Boeing 777-300 / A380,Business,Economy Class,SYD to LHR via SIN,Dec-16,2,4,4,yes,
1,2,1,,,Boeing 747-400,Couple Leisure,Economy Class,LHR to CPT,Nov-16,1,4,1,no,2
3,4,5,,,Boeing 787,Couple Leisure,Premium Economy,LHR to YYC,Oct-16,5,5,4,yes,4
1,1,1,,,A320,Business,Business Class,LHR to LIS,Dec-16,2,1,1,no,
1,4,1,,,A380 800,Couple Leisure,Economy Class,LHR to HKG,Nov-16,2,3,2,no,3
2,1,2,,,Boeing 777,Family Leisure,Economy Class,LHR to BKK,Dec-16,2,4,2,no,1
4,,4,,,A321,Couple Leisure,Business Class,LHR to MAD,Dec-16,4,4,3,yes,
2,2,2,,,Boeing 777,Couple Leisure,Business Class,SIN to  SYD,Dec-16,1,1,1,no,
1,1,1,,,,Couple Leisure,Economy Class,HKG to LHR,Nov-16,1,1,1,no,
1,,2,,,,Couple Leisure,Economy Class,LHR to ARN,Dec-16,4,4,3,yes,
1,1,1,,,A321,Business,Business Class,LHR to ZRH,Nov-16,2,3,1,no,1
2,2,2,,,,Couple Leisure,Business Class,LGW to MRU,Nov-16,1,4,1,no,
3,3,3,,,,Solo Leisure,Economy Class,LHR to IST,Jan-16,3,1,1,no,
,,1,,,A380,Family Leisure,Economy Class,LHR to HKG,Nov-16,2,3,2,no,
5,4,5,,,A380,Business,First Class,SIN to LHR,Nov-16,5,3,4,yes,
4,3,4,,,Boeing 777-200ER,Solo Leisure,Economy Class,JFK to LHR,Nov-16,4,4,4,yes,
4,,3,,,,Couple Leisure,Economy Class,LHR to BHD,Oct-16,4,3,5,yes,
4,4,5,,,Boeing 777,Business,First Class,LHR to YYZ,Nov-16,5,5,5,yes,
5,3,5,,,Boeing 787-800,Couple Leisure,Business Class,MAA to LHR,Nov-16,5,3,3,no,3
5,4,5,,,A380,Business,Premium Economy,SIN to LHR,Nov-16,5,5,5,yes,5
5,4,3,,,Boeing 777,Couple Leisure,Economy Class,TLV to LHR,Nov-16,5,3,4,yes,
3,,4,,,A320,Solo Leisure,Business Class,RAK to LGW,Nov-16,5,2,3,yes,
1,3,4,,,,Family Leisure,Economy Class,SYD to SIN,Nov-16,2,1,1,no,
1,1,1,,,,Business,Economy Class,AMS to LHR,Nov-16,1,1,1,no,
3,3,3,,,Boeing 747-400,Solo Leisure,First Class,LHR to SFO,Apr-16,3,2,3,no,
3,3,3,,,Boeing 777-200,Family Leisure,Economy Class,LHR to YYZ,Oct-16,4,5,4,yes,
2,5,3,,,Boeing 747-400,Business,Business Class,DUS to BOS via LHR,Nov-16,5,3,2,no,
5,4,5,,,A380,Business,First Class,LHR to SIN,Nov-16,5,5,5,yes,
1,1,1,,,,Business,Premium Economy,LHR to DEL,Aug-16,1,1,1,no,1
2,,1,,,,Couple Leisure,Economy Class,RAK to LGW,Nov-16,5,1,1,no,
4,,4,,,A320,Business,Economy Class,LHR to BHD,Nov-16,5,5,3,yes,
3,2,3,,,Boeing 737,Solo Leisure,Economy Class,LHR to KBP,Nov-16,4,4,4,yes,2
5,2,5,,,Boeing 747-400,Solo Leisure,First Class,LHR to LAS,Nov-16,5,4,4,yes,
2,1,1,,,Various,Business,Economy Class,BKK to LHR via LAD & ABV,Aug-16,1,2,1,no,
2,4,1,,,,Family Leisure,Economy Class,LHR to IAH,Aug-16,2,2,2,no,
1,2,3,,,,Couple Leisure,Premium Economy,LGW to ANU,Sep-16,1,3,1,no,
1,4,3,,,A321,Business,Economy Class,LHR to DME,Nov-16,2,4,4,yes,
1,2,2,,,Boeing 777,Business,Economy Class,LGW to BGI,Oct-16,1,4,1,no,
1,3,5,,,A380,Couple Leisure,First Class,JNB to LHR,Nov-16,3,2,1,no,
4,5,5,,,A380,Couple Leisure,Premium Economy,MIA to LHR,Nov-16,4,3,4,yes,
4,5,5,,,Boeing 787-900,Couple Leisure,Premium Economy,LHR to BWI,Nov-16,5,5,5,yes,
1,,1,,,A320,Solo Leisure,Economy Class,SOF to LHR,Nov-16,2,1,1,no,
1,4,4,,,Boeing 787-800 / 777-200,Couple Leisure,First Class,YYZ to LHR,Nov-16,4,1,2,no,
3,4,3,,,,Business,Economy Class,LHR to KUL,Oct-16,4,2,3,yes,
1,,1,,,,Business,Business Class,CPT to DUR,Nov-16,2,3,1,no,
4,4,5,,,A380,Couple Leisure,First Class,LHR to IAD,Nov-16,5,5,4,yes,
2,1,2,,,,Family Leisure,Economy Class,BCN to LHR,Nov-16,2,1,4,no,
4,4,5,,,Boeing 747-400,Couple Leisure,First Class,DFW to LHR,Nov-16,5,4,4,yes,
2,,3,,,,Solo Leisure,Economy Class,LHR to TXL,Sep-16,5,5,3,yes,
1,,5,,,A320,Business,Economy Class,LHR to LIS,Nov-16,2,1,2,no,
1,1,3,,,A380-800,Family Leisure,Economy Class,LHR to MIA,Oct-16,3,2,2,no,
5,,5,,,A320,Business,Economy Class,LIS to LHR,Nov-16,5,5,5,yes,
2,3,3,,,Boeing 787,Family Leisure,First Class,LHR to DXB,Nov-16,4,2,2,no,
1,3,3,,,Boeing 777,Couple Leisure,First Class,DXB to LHR,Nov-16,4,2,2,no,
3,,2,,,A320,Solo Leisure,Business Class,LGW to ALC,Nov-16,2,3,3,yes,
1,1,2,,,Boeing 777-200,Solo Leisure,Premium Economy,LHR to BKK,Nov-16,2,2,2,no,1
1,3,1,,,Boeing 777,Couple Leisure,Premium Economy,LGW to BGI,Nov-16,1,1,1,no,
4,,5,,,,Solo Leisure,Economy Class,DUB to LCY,Oct-16,5,5,3,yes,
3,2,1,,,Boeing 747-400 / A380,Solo Leisure,Economy Class,JNB to CLT via LHR,Nov-16,1,1,3,no,
5,5,5,,,A380,Couple Leisure,First Class,LHR to LAX,Oct-16,5,4,5,yes,
1,1,2,,,Boeing 777,Couple Leisure,Premium Economy,MRU to LGW,Nov-16,1,3,1,no,
1,,3,,,A320,Solo Leisure,Economy Class,ATH to LHR,Nov-16,5,5,1,no,
3,3,3,,,Boeing 787-9,Couple Leisure,First Class,LHR to KUL,Oct-16,4,4,3,yes,
2,1,1,,,,Solo Leisure,Economy Class,LGW to LIM,Aug-16,1,3,2,no,
1,1,2,,,Boeing 767-300,Business,Economy Class,LCA to LHR,Nov-16,2,2,1,no,
1,1,1,,,Boeing 777-200,Family Leisure,Business Class,LGW to MCO,Nov-16,1,1,1,no,1
1,3,3,,,Boeing 777,Solo Leisure,Economy Class,LHR to BKK,Nov-16,4,3,3,yes,
1,,2,,,A319,Business,Business Class,LHR to GVA,Nov-16,5,4,2,no,
4,4,4,,,A380-800,Couple Leisure,Economy Class,LHR to LAX,Oct-16,5,4,4,yes,
1,2,2,,,Boeing 777,Couple Leisure,Premium Economy,UVF  to LGW,Nov-16,2,5,1,no,
2,4,2,,,,Couple Leisure,Economy Class,LHR to BOS,Oct-16,3,4,2,no,3
3,,3,,,A319,Family Leisure,Economy Class,LGW to VLC,Oct-16,4,4,4,yes,
2,1,3,,,,Solo Leisure,Economy Class,LGW to SVQ via MAD,Nov-16,4,3,1,no,
2,3,2,,,Boeing 747-400,Couple Leisure,Economy Class,LHR to JFK,Oct-16,3,1,3,no,
1,,2,,,A320,Business,Business Class,LHR to OTP,Oct-16,4,2,1,no,
5,5,4,,,Boeing 787,Solo Leisure,Economy Class,ICN to LHR,Oct-16,5,4,4,yes,
4,4,4,,,A380 and Boeing 737-800,Solo Leisure,Economy Class,LHR to CPT via JNB,Oct-16,5,3,5,yes,
2,1,3,,,A380,Couple Leisure,Business Class,HKG to LHR,Oct-16,3,3,2,no,
5,5,5,,,Boeing 747-400,Solo Leisure,Business Class,LHR to ORD,Oct-16,5,5,5,yes,
1,2,3,,,Boeing 747-400,Solo Leisure,Economy Class,YVR to LHR,Oct-16,2,2,2,no,
1,,3,,,,Couple Leisure,Economy Class,LHR to AGP,Oct-16,4,2,3,yes,
4,1,4,,,A380,Couple Leisure,Premium Economy,LHR to MIA,Oct-16,5,5,4,yes,
4,5,5,,,"Boeing 747-400,  A320, A319",Solo Leisure,Economy Class,KWI to EDI via LHR,Oct-16,5,5,5,yes,
3,,3,,,,Business,Economy Class,EDI to LGW,Oct-16,5,5,5,yes,
2,2,3,,,,Business,Premium Economy,SIN to BCN via LHR,Oct-16,1,2,3,no,
1,1,1,,,A319,Business,Business Class,LHR to BRU,Oct-16,1,1,1,no,
1,,3,,,,Couple Leisure,Economy Class,ATH to LHR,Oct-16,5,3,1,no,
3,,3,,,A320,Business,Business Class,MLA to LGW,Oct-16,5,1,3,yes,
2,3,3,,,Boeing 777-200,Couple Leisure,Business Class,BKK to LHR,Oct-16,3,3,3,no,
2,,1,,,A319,Family Leisure,Business Class,LGW to Pisa,Oct-16,4,1,1,no,
3,2,3,,,,Solo Leisure,Premium Economy,CNX  to LHR via BKK,Sep-16,4,1,2,no,
4,2,5,,,Boeing 747 400,Couple Leisure,Business Class,LHR to LAX,Sep-16,3,5,4,yes,
1,3,2,,,Boeing 777-300,Business,Premium Economy,HND to LHR,Oct-16,2,3,2,no,
3,4,4,,,Boeing 747,Solo Leisure,First Class,LHR to BOS,Oct-16,4,4,4,yes,3
1,1,2,,,A380,Couple Leisure,Economy Class,SFO to MAN via LHR,Oct-16,1,1,1,no,
2,1,1,,,Boeing 777-200,Couple Leisure,Economy Class,LHR to SFO,Oct-16,1,2,1,no,
3,3,4,,,A380,Business,First Class,LHR to SIN,Oct-16,4,1,1,no,
1,,1,,,,Solo Leisure,Economy Class,BRI to LGW,Oct-16,1,3,1,no,
2,3,3,,,"Boeing 747, A380",Business,First Class,JNB to ATH via LHR,Jun-16,4,4,1,no,
3,1,2,,,,Solo Leisure,Economy Class,BKK to LHR,Sep-16,2,3,2,no,
3,,1,,,A320,Couple Leisure,Business Class,LGW to MLA,Oct-16,1,1,1,no,
1,2,2,,,,Solo Leisure,Premium Economy,SYD to LHR via SIN,Oct-16,1,2,1,no,
1,1,1,,,,Solo Leisure,Business Class,JFK to LHR,Oct-16,3,1,1,no,
2,,3,,,A319,Family Leisure,Economy Class,LGW to NCE,Oct-16,3,3,3,no,
1,1,4,,,Boeing 787-9,Solo Leisure,First Class,LHR to KUL,Aug-16,1,2,2,no,
5,,5,,,A321-200,Solo Leisure,Economy Class,PMI to LHR,Oct-16,5,5,5,yes,
4,5,1,,,Boeing 787,Couple Leisure,Economy Class,LHR to ICN,Oct-16,4,3,3,no,4
1,3,3,,,Boeing 777 / A320,Couple Leisure,Economy Class,SEA to PRG via LHR,Sep-16,1,1,2,no,
1,1,1,,,A380,Family Leisure,Economy Class,SIN to LHR,Aug-16,2,2,2,no,2
1,,1,,,,Solo Leisure,Economy Class,LHR to BUD,Oct-16,1,1,1,no,
4,3,2,,,A380,Couple Leisure,First Class,IAD to NBO via LHR,Sep-16,4,2,3,no,
1,,2,,,A320,Family Leisure,Economy Class,AGP to LGW,Oct-16,4,4,1,no,
2,,3,,,Boeing 777,Couple Leisure,Business Class,LGW to MRU,Oct-16,4,4,2,no,
1,1,2,,,,Solo Leisure,Economy Class,DBV to LGW,Oct-16,4,2,2,no,1
5,3,2,,,Boeing 787-8 / A320,Couple Leisure,Business Class,YYC to FCO via LHR,Oct-16,5,1,1,no,
3,3,4,,,,Couple Leisure,Economy Class,LHR to GVA,Oct-16,2,2,3,no,
2,,3,,,,Family Leisure,Economy Class,LCY to AGP,Sep-16,3,1,1,no,
1,1,3,,,Boeing 747-400,Solo Leisure,Economy Class,LHR to DEN,Oct-16,2,3,3,yes,
2,2,4,,,Boeing 777,Business,First Class,DXB to DUB via LHR,Jul-16,4,1,1,no,1
2,1,2,,,Boeing 747-400,Couple Leisure,Economy Class,LAS to LHR,Oct-16,2,4,1,no,1
4,4,4,,,Boeing 747,Solo Leisure,Economy Class,BOS to LHR,Oct-16,5,2,4,yes,
4,,5,,,A320,Solo Leisure,Economy Class,LHR to LIS,Oct-16,5,4,5,yes,
1,1,3,,,Boeing 777 / 747,Business,Premium Economy,YYZ to LIS via LHR,May-16,4,4,3,no,
3,3,3,,,Boeing 777,Couple Leisure,Premium Economy,LHR to ATL,Oct-16,2,2,3,no,
2,5,3,,,Boeing 777,Couple Leisure,Economy Class,BOS to LHR,Sep-16,4,1,4,yes,
3,4,3,,,,Business,Economy Class,JFK to DUS via LHR,Oct-16,2,2,2,no,
1,1,1,,,A380,Couple Leisure,Business Class,JNB to LHR,Sep-16,2,3,2,no,1
3,,3,,,A319,Couple Leisure,Economy Class,LHR to BGO,Sep-16,4,3,3,yes,
1,2,3,,,Boeing 777,Couple Leisure,Economy Class,LGW to MRU,Sep-16,1,3,2,no,
1,,1,,,,Couple Leisure,Business Class,CDG to BKK via LHR,Sep-16,1,4,3,no,
3,1,3,,,,Couple Leisure,Economy Class,GLA to ZRH via LCY,Jul-16,3,1,1,no,1
3,1,3,,,Boeing 767,Family Leisure,Economy Class,LCA to LHR,Sep-16,3,2,2,no,
4,,4,,,A380,Couple Leisure,First Class,SIN to LHR,Sep-16,5,4,4,yes,
1,1,1,,,Boeing 777,Family Leisure,Economy Class,SJO to LGW,Sep-16,3,3,3,no,1
2,3,3,,,Boeing 777-200,Couple Leisure,Business Class,LHR to BKK,Sep-16,3,5,3,no,
4,4,3,,,Boeing 777,Couple Leisure,First Class,MEL to SIN via SYD,Sep-16,4,5,4,yes,
3,,3,,,Boeing 767,Couple Leisure,Business Class,LHR to AMS,Sep-16,4,5,4,yes,
3,4,4,,,Boeing 787,Solo Leisure,Premium Economy,SJC to LHR,Sep-16,3,1,4,yes,
2,,4,,,A319,Solo Leisure,Economy Class,LGW to OPO,Sep-16,4,3,4,yes,
3,2,2,,,Boeing 747-400 / 777,Solo Leisure,Business Class,BAH to BOS via LHR,Sep-16,2,3,3,no,
